school_code,candidate_code,lw_code,promotion_to_full_professor,candidate_discipline_cip_category_as_numeric,candidate_discipline_stem_status_sbs_included,candidate_urm_num,candidate_gender_num,gender_by_urm_candidate,woman_urm_candidate_num,h_index_at_pt_standardized,number_of_external_grantsawarded_as_the_pi,years_in_present_rank,department_negative_vote_percentage,college_committee_negative_vote_percentage,department_unanimous_vote_abstentions_excluded,college_committee_unanimous_vote_abstentions_excluded,provost_vote,scholarship,tone,clout,authentic,analytic
1,100002,100002a,1,AB,0,0,0,Man non-URM,0,,0,6,0,0,1,1,1,0,56.45,69.2,9.5,95.28
1,100002,100002b,1,AB,0,0,0,Man non-URM,0,,,6,0,0,1,1,1,0,53.52,33.63,31.43,87.52
1,100002,100002c,1,AB,0,0,0,Man non-URM,0,,,6,0,0,1,1,1,0.44,90.29,46.99,20.58,85.96
1,100003,100003a,1,P,1,0,0,Man non-URM,0,,6,4,0,0,1,1,1,0.17,64.15,39.57,33.09,86.61
1,100003,100003b,1,P,1,0,0,Man non-URM,0,,6,4,0,0,1,1,1,0,69.7,55.05,17.14,90.36
1,100003,100003c,1,P,1,0,0,Man non-URM,0,,6,4,0,0,1,1,1,0.32,64.5,50.58,14.79,76.43
1,100003,100003d,1,P,1,0,0,Man non-URM,0,,6,4,0,0,1,1,1,0.05,44.82,36.84,16.41,85.63
1,100004,100004a,1,T,1,0,0,Man non-URM,0,1.707272646,46,11,0,0,1,1,1,0,59.68,69.35,3.09,92.28
1,100004,100004b,1,T,1,0,0,Man non-URM,0,1.707272646,46,11,0,0,1,1,1,0,59.31,48.77,12.86,92.71
1,100004,100004c,1,T,1,0,0,Man non-URM,0,1.707272646,46,11,0,0,1,1,1,0,40.7,46.81,11.17,84.05
1,100004,100004d,1,T,1,0,0,Man non-URM,0,1.707272646,46,11,0,0,1,1,1,0.14,78.32,80.55,1.14,78
1,100004,100004e,1,T,1,0,0,Man non-URM,0,1.707272646,46,11,0,0,1,1,1,0,70.77,44.19,13.99,90.81
1,100004,100004f,1,T,1,0,0,Man non-URM,0,1.707272646,46,11,0,0,1,1,1,0.31,74.01,30.47,22.34,74.24
1,100005,100005a,1,D,0,0,0,Man non-URM,0,-0.237633425,5,4,0,0,1,1,1,0.17,11.02,35.09,21.45,88.47
1,100005,100005b,1,D,0,0,0,Man non-URM,0,-0.237633425,5,4,0,0,1,1,1,0,26.74,53.88,6.84,91.23
1,100005,100005c,1,D,0,0,0,Man non-URM,0,-0.237633425,5,4,0,0,1,1,1,0.04,36.61,38.53,20.89,88.84
1,100005,100005d,1,D,0,0,0,Man non-URM,0,-0.237633425,5,4,0,0,1,1,1,0,39.12,46.47,9.65,79.74
1,100005,100005e,1,D,0,0,0,Man non-URM,0,-0.237633425,5,4,0,0,1,1,1,0.11,44.19,57.79,15.26,91.29
1,100006,100006a,0,E,1,0,0,Man non-URM,0,-0.043142818,7,5,0,0,1,1,1,0.47,51.9,39.14,22.2,68.75
1,100006,100006b,0,E,1,0,0,Man non-URM,0,-0.043142818,7,5,0,0,1,1,1,0.24,78.34,66.38,2.77,86.13
1,100006,100006c,0,E,1,0,0,Man non-URM,0,-0.043142818,7,5,0,0,1,1,1,0.56,52.07,56.85,6.9,87.32
1,100006,100006d,0,E,1,0,0,Man non-URM,0,-0.043142818,7,5,0,0,1,1,1,0.16,55.81,53.7,8.18,89.97
1,100006,100006e,0,E,1,0,0,Man non-URM,0,-0.043142818,7,5,0,0,1,1,1,0.34,61.33,47.47,23.24,65.97
1,100006,100006f,0,E,1,0,0,Man non-URM,0,-0.043142818,7,5,0,0,1,1,1,0,33.69,41.49,21.17,91.16
1,100007,100007a,0,F,0,0,0,Man non-URM,0,-0.626614639,1,3,,0,,1,1,0,89.28,79.31,2.31,84.4
1,100007,100007b,0,F,0,0,0,Man non-URM,0,-0.626614639,1,3,,0,,1,1,1.06,60.92,67.61,2.76,91.62
1,100007,100007c,0,F,0,0,0,Man non-URM,0,-0.626614639,1,3,,0,,1,1,0.18,62.16,59.08,8.29,89.27
1,100007,100007d,0,F,0,0,0,Man non-URM,0,-0.626614639,1,3,,0,,1,1,,,,,
1,100008,100008a,1,Y,0,0,0,Man non-URM,0,1.610027342,6,4,0,0,1,1,1,1.51,32.18,79.44,3.63,82.33
1,100008,100008b,1,Y,0,0,0,Man non-URM,0,1.610027342,6,4,0,0,1,1,1,0.67,37.77,47.28,11.97,94.89
1,100008,100008c,1,Y,0,0,0,Man non-URM,0,1.610027342,6,4,0,0,1,1,1,0.38,44.17,61.87,7.47,75.32
1,100008,100008d,1,Y,0,0,0,Man non-URM,0,1.610027342,6,4,0,0,1,1,1,0.21,87.47,68.29,4.6,83.77
1,100008,100008e,1,Y,0,0,0,Man non-URM,0,1.610027342,6,4,0,0,1,1,1,1.67,66.33,64.73,3.06,86.83
1,100009,100009a,0,AB,0,0,0,Man non-URM,0,,3,5,0,0,1,1,1,0.16,66.79,69.91,7.71,87.24
1,100009,100009b,0,AB,0,0,0,Man non-URM,0,,3,5,0,0,1,1,1,0,80.12,42.71,10.29,93.97
1,100009,100009c,0,AB,0,0,0,Man non-URM,0,,3,5,0,0,1,1,1,0,45.17,31.58,28.6,86.96
1,100009,100009d,0,AB,0,0,0,Man non-URM,0,,3,5,0,0,1,1,1,0.15,70.65,50.06,23.47,79.1
1,100010,100010a,0,E,1,1,1,Woman URM,1,0.345838396,3,5,0,0,1,1,1,0.26,80.58,57.55,5.51,79.67
1,100010,100010b,0,E,1,1,1,Woman URM,1,0.345838396,3,5,0,0,1,1,1,0.28,74.76,74.36,1.94,72.15
1,100010,100010c,0,E,1,1,1,Woman URM,1,0.345838396,3,5,0,0,1,1,1,0,65.4,53.5,7.37,89.09
1,100010,100010d,0,E,1,1,1,Woman URM,1,0.345838396,3,5,0,0,1,1,1,0.37,80.42,65.97,3.95,90.49
1,100010,100010e,0,E,1,1,1,Woman URM,1,0.345838396,3,5,0,0,1,1,1,1.16,62.59,51.7,11.87,86.77
1,100010,100010f,0,E,1,1,1,Woman URM,1,0.345838396,3,5,0,0,1,1,1,0.68,54.4,70.84,5.71,90.92
1,100010,100010g,0,E,1,1,1,Woman URM,1,0.345838396,3,5,0,0,1,1,1,0.77,48.19,53.78,10.91,84.14
1,100011,100011a,0,AD,0,0,0,Man non-URM,0,-1.307331764,5,4,0,0,1,1,1,0,51.61,64.15,18.34,80.76
1,100011,100011b,0,AD,0,0,0,Man non-URM,0,-1.307331764,5,4,0,0,1,1,1,0.04,35.44,38.4,19.32,96.05
1,100011,100011c,0,AD,0,0,0,Man non-URM,0,-1.307331764,5,4,0,0,1,1,1,0,38.66,52.2,35.78,92.61
1,100011,100011d,0,AD,0,0,0,Man non-URM,0,-1.307331764,5,4,0,0,1,1,1,0,48.44,59.9,10.79,97.85
1,100011,100011e,0,AD,0,0,0,Man non-URM,0,-1.307331764,5,4,0,0,1,1,1,0,54.17,38.37,21.13,88.49
1,100012,100012a,1,E,1,0,0,Man non-URM,0,-0.237633425,12,5,0,0.181818182,1,0,1,0.13,57.56,42.4,13.08,84.48
1,100012,100012b,1,E,1,0,0,Man non-URM,0,-0.237633425,12,5,0,0.181818182,1,0,1,0.34,75.61,71.41,3.53,91.27
1,100012,100012c,1,E,1,0,0,Man non-URM,0,-0.237633425,12,5,0,0.181818182,1,0,1,0.72,86.32,44.9,9.3,70.92
1,100012,100012d,1,E,1,0,0,Man non-URM,0,-0.237633425,12,5,0,0.181818182,1,0,1,0.17,69.31,52.47,7.61,72.52
1,100012,100012e,1,E,1,0,0,Man non-URM,0,-0.237633425,12,5,0,0.181818182,1,0,1,0,63.4,47.4,10.57,80.13
1,100014,100014a,0,E,1,0,1,Woman non-URM,0,,2,5,0,0,1,1,1,0.15,78.21,62.36,4.17,92.62
1,100014,100014b,0,E,1,0,1,Woman non-URM,0,,2,5,0,0,1,1,1,0,70.99,70.64,1.89,83.45
1,100014,100014c,0,E,1,0,1,Woman non-URM,0,,2,5,0,0,1,1,1,0.36,96.34,69.44,2.8,87.69
1,100014,100014d,0,E,1,0,1,Woman non-URM,0,,2,5,0,0,1,1,1,0,64.52,71.57,1.98,89.52
1,100014,100014e,0,E,1,0,1,Woman non-URM,0,,2,5,0,0,1,1,1,0,69.97,67.41,1.18,95.63
1,100014,100014f,0,E,1,0,1,Woman non-URM,0,,2,5,0,0,1,1,1,0,74.82,48.19,15.96,80.91
1,100014,100014g,0,E,1,0,1,Woman non-URM,0,,2,5,0,0,1,1,1,,,,,
1,100015,100015a,0,Y,0,0,1,Woman non-URM,0,,2,6,,0,,1,1,0.36,67.22,52.88,4.21,86.67
1,100015,100015b,0,Y,0,0,1,Woman non-URM,0,,2,6,,0,,1,1,0.23,67.84,67.51,8.15,91.37
1,100015,100015c,0,Y,0,0,1,Woman non-URM,0,,2,6,,0,,1,1,0.42,54.66,38.45,8.42,85.69
1,100015,100015d,0,Y,0,0,1,Woman non-URM,0,,2,6,,0,,1,1,0.27,87.79,68.83,3.26,79.95
1,100016,100016a,0,E,1,0,1,Woman non-URM,0,0.054102486,9,5,0,0,1,1,1,0.25,81.59,55.11,6.1,69.12
1,100016,100016b,0,E,1,0,1,Woman non-URM,0,0.054102486,9,5,0,0,1,1,1,0,77.96,59.41,8.54,95.63
1,100016,100016c,0,E,1,0,1,Woman non-URM,0,0.054102486,9,5,0,0,1,1,1,0.36,55.9,59.42,20.67,70.34
1,100016,100016d,0,E,1,0,1,Woman non-URM,0,0.054102486,9,5,0,0,1,1,1,0.11,66.99,43.42,19.95,93.82
1,100016,100016e,0,E,1,0,1,Woman non-URM,0,0.054102486,9,5,0,0,1,1,1,0.68,68.66,67.13,1.8,84.05
1,100016,100016f,0,E,1,0,1,Woman non-URM,0,0.054102486,9,5,0,0,1,1,1,0,46.79,39.09,18.24,93.58
1,100017,100017a,1,O,1,0,0,Man non-URM,0,2.485235074,8,11,0,0,1,1,1,0.2,41.95,30.78,13.9,70.9
1,100017,100017b,1,O,1,0,0,Man non-URM,0,2.485235074,8,11,0,0,1,1,1,1.13,67.68,53.55,7.47,79.59
1,100017,100017c,1,O,1,0,0,Man non-URM,0,2.485235074,8,11,0,0,1,1,1,0,87.85,65.82,19.65,82.23
1,100018,100018a,1,I,0,0,0,Man non-URM,0,-0.723859943,0,20,0,0,1,1,1,0,52.73,59.3,30.3,83.64
1,100018,100018b,1,I,0,0,0,Man non-URM,0,-0.723859943,0,20,0,0,1,1,1,0.05,61.14,46.26,19.46,95.8
1,100018,100018c,1,I,0,0,0,Man non-URM,0,-0.723859943,0,20,0,0,1,1,1,0.02,41.23,24.59,38.95,79.09
1,100018,100018d,1,I,0,0,0,Man non-URM,0,-0.723859943,0,20,0,0,1,1,1,0,51.39,47.7,18.38,90.97
1,100019,100019a,1,D,0,0,0,Man non-URM,0,-1.112841157,0,5,0,0,1,1,1,0.13,46.03,35.89,19.78,83.81
1,100019,100019b,1,D,0,0,0,Man non-URM,0,-1.112841157,0,5,0,0,1,1,1,0,41.16,50.71,21.41,90.08
1,100019,100019c,1,D,0,0,0,Man non-URM,0,-1.112841157,0,5,0,0,1,1,1,0.26,51.05,38.57,14.25,74.4
1,100019,100019d,1,D,0,0,0,Man non-URM,0,-1.112841157,0,5,0,0,1,1,1,0,39.16,60.21,15.38,85.95
1,100020,100020a,0,B,0,0,1,Woman non-URM,0,,0,5,,0,,1,1,0,92.41,51.67,8.74,86.72
1,100020,100020b,0,B,0,0,1,Woman non-URM,0,,0,5,,0,,1,1,0,77.38,43.53,24.89,91.81
1,100020,100020c,0,B,0,0,1,Woman non-URM,0,,0,5,,0,,1,1,0.03,60.2,53.91,11.72,88.47
1,100020,100020d,0,B,0,0,1,Woman non-URM,0,,0,5,,0,,1,1,0,64.92,40.72,12.08,84.91
1,100020,100020e,0,B,0,0,1,Woman non-URM,0,,0,5,,0,,1,1,0,62.68,50.77,12.15,91.13
1,100020,100020f,0,B,0,0,1,Woman non-URM,0,,0,5,,0,,1,1,0,77.07,42.06,6.23,90.95
1,100021,100021a,0,G,0,0,1,Woman non-URM,0,-1.112841157,0,6,0,0,1,1,1,0.13,57.03,60.09,14.6,87.87
1,100021,100021b,0,G,0,0,1,Woman non-URM,0,-1.112841157,0,6,0,0,1,1,1,0.98,82.28,60.96,1.76,60.97
1,100021,100021c,0,G,0,0,1,Woman non-URM,0,-1.112841157,0,6,0,0,1,1,1,0,63.64,59.98,8.71,74.02
1,100021,100021d,0,G,0,0,1,Woman non-URM,0,-1.112841157,0,6,0,0,1,1,1,0.14,58.63,61.11,24.43,93.35
1,100022,100022a,1,E,1,0,0,Man non-URM,0,1.123800824,10,6,0.111111111,0.272727273,0,0,1,0,47.79,53.6,2.71,88.56
1,100022,100022b,1,E,1,0,0,Man non-URM,0,1.123800824,10,6,0.111111111,0.272727273,0,0,1,0.11,58.16,53.9,9.38,84.71
1,100022,100022c,1,E,1,0,0,Man non-URM,0,1.123800824,10,6,0.111111111,0.272727273,0,0,1,0,67.94,60.49,5.07,85.81
1,100022,100022d,1,E,1,0,0,Man non-URM,0,1.123800824,10,6,0.111111111,0.272727273,0,0,1,0.14,72.78,55.91,7.93,91.82
1,100022,100022e,1,E,1,0,0,Man non-URM,0,1.123800824,10,6,0.111111111,0.272727273,0,0,1,0.68,77.1,59.49,5.39,75.77
1,100023,100023a,0,AD,0,0,1,Woman non-URM,0,,0,6,0.125,0,0,1,1,0,51.97,48.39,22.4,92.09
1,100023,100023b,0,AD,0,0,1,Woman non-URM,0,,0,6,0.125,0,0,1,1,0,49.12,37.58,13.14,96.65
1,100023,100023c,0,AD,0,0,1,Woman non-URM,0,,0,6,0.125,0,0,1,1,0.41,46.43,51.62,12.33,92.07
1,100023,100023d,0,AD,0,0,1,Woman non-URM,0,,0,6,0.125,0,0,1,1,0.15,35.19,35.73,29.21,95.86
1,100023,100023e,0,AD,0,0,1,Woman non-URM,0,,0,6,0.125,0,0,1,1,0,45.26,49.38,18.23,94.38
1,100023,100023f,0,AD,0,0,1,Woman non-URM,0,,0,6,0.125,0,0,1,1,0,47.24,35.53,38.43,93.76
1,100024,100024a,0,AE,0,0,0,Man non-URM,0,-0.821105246,1,5,0,0,1,1,1,0.04,47.96,36.42,14.51,83.85
1,100024,100024b,0,AE,0,0,0,Man non-URM,0,-0.821105246,1,5,0,0,1,1,1,0.48,62.77,77.46,1.49,96.18
1,100024,100024c,0,AE,0,0,0,Man non-URM,0,-0.821105246,1,5,0,0,1,1,1,0.05,30.06,25.78,8.85,67.63
1,100025,100025a,1,AD,0,1,1,Woman URM,1,-0.626614639,1,8,0,0,1,1,1,0,42.84,64.08,15.77,94.44
1,100025,100025b,1,AD,0,1,1,Woman URM,1,-0.626614639,1,8,0,0,1,1,1,0,78,69.14,13.56,91.88
1,100025,100025c,1,AD,0,1,1,Woman URM,1,-0.626614639,1,8,0,0,1,1,1,0,60.43,49.57,20.3,93.79
1,100025,100025d,1,AD,0,1,1,Woman URM,1,-0.626614639,1,8,0,0,1,1,1,0.23,63.74,46.18,21.08,91.57
1,100025,100025e,1,AD,0,1,1,Woman URM,1,-0.626614639,1,8,0,0,1,1,1,0.12,46.5,57.11,16.69,71.5
1,100025,100025f,1,AD,0,1,1,Woman URM,1,-0.626614639,1,8,0,0,1,1,1,0.14,51.97,56.43,15.01,76.42
1,100026,100026a,1,W,0,0,0,Man non-URM,0,,1,4,0,0,1,1,1,0.11,25.9,39.74,42.16,90.11
1,100026,100026b,1,W,0,0,0,Man non-URM,0,,1,4,0,0,1,1,1,0,18.76,45.94,41.36,94.44
1,100026,100026c,1,W,0,0,0,Man non-URM,0,,1,4,0,0,1,1,1,0.15,19.34,58.77,17.4,90.51
1,100026,100026d,1,W,0,0,0,Man non-URM,0,,1,4,0,0,1,1,1,0,22.09,39.48,35,85.93
1,100026,100026e,1,W,0,0,0,Man non-URM,0,,1,4,0,0,1,1,1,0,50.28,35.57,38.67,84.85
1,100027,100027a,0,AB,0,0,1,Woman non-URM,0,-0.432124032,3,6,,0,,1,1,0.6,55.9,55.14,12.15,80.58
1,100027,100027b,0,AB,0,0,1,Woman non-URM,0,-0.432124032,3,6,,0,,1,1,0.67,66.94,56.14,2.36,85.81
1,100027,100027c,0,AB,0,0,1,Woman non-URM,0,-0.432124032,3,6,,0,,1,1,0.2,37.61,67.74,1.49,82.91
1,100027,100027d,0,AB,0,0,1,Woman non-URM,0,-0.432124032,3,6,,0,,1,1,0.53,68.44,74.26,2.55,91.24
1,100027,100027e,0,AB,0,0,1,Woman non-URM,0,-0.432124032,3,6,,0,,1,1,0.83,77.63,53.2,4.57,92.1
1,100028,100028a,1,T,1,0,0,Man non-URM,0,0.540329003,9,7,0,0,1,1,1,0.51,49.18,50.6,11.92,90.04
1,100028,100028b,1,T,1,0,0,Man non-URM,0,0.540329003,9,7,0,0,1,1,1,0,80.06,64.28,7.65,85.18
1,100028,100028c,1,T,1,0,0,Man non-URM,0,0.540329003,9,7,0,0,1,1,1,0.24,43.07,63.84,10.96,84.04
1,100028,100028d,1,T,1,0,0,Man non-URM,0,0.540329003,9,7,0,0,1,1,1,0,60.16,46.07,13.47,69.97
1,100028,100028e,1,T,1,0,0,Man non-URM,0,0.540329003,9,7,0,0,1,1,1,0,63.31,40.98,23.47,64.38
1,100029,100029a,0,H,0,0,1,Woman non-URM,0,-0.91835055,0,6,0,0,1,1,1,0.36,67.67,59.42,11.72,71.89
1,100029,100029b,0,H,0,0,1,Woman non-URM,0,-0.91835055,0,6,0,0,1,1,1,0,64.24,62.96,19.73,89.37
1,100029,100029c,0,H,0,0,1,Woman non-URM,0,-0.91835055,0,6,0,0,1,1,1,0.12,68.06,56,9.63,85.17
1,100029,100029d,0,H,0,0,1,Woman non-URM,0,-0.91835055,0,6,0,0,1,1,1,0.59,80.47,60.02,4.02,70.99
1,100030,100030a,0,I,0,0,0,Man non-URM,0,,0,5,0,0,1,1,1,0.17,55.36,50.01,27.34,94.69
1,100030,100030b,0,I,0,0,0,Man non-URM,0,,0,5,0,0,1,1,1,0,56.11,64.47,26.72,78.69
1,100030,100030c,0,I,0,0,0,Man non-URM,0,,0,5,0,0,1,1,1,0,34.93,63.55,9.41,89.34
1,100030,100030d,0,I,0,0,0,Man non-URM,0,,0,5,0,0,1,1,1,0.12,50.82,38.02,52.77,84.31
1,100031,100031a,0,E,1,0,0,Man non-URM,0,-0.334878729,4,5,0,0,1,1,1,0.21,85.8,52.68,4.7,69.79
1,100031,100031b,0,E,1,0,0,Man non-URM,0,-0.334878729,4,5,0,0,1,1,1,0.17,51.27,53.1,11.54,95.41
1,100031,100031c,0,E,1,0,0,Man non-URM,0,-0.334878729,4,5,0,0,1,1,1,1.2,87.2,69.14,1.99,80.98
1,100031,100031d,0,E,1,0,0,Man non-URM,0,-0.334878729,4,5,0,0,1,1,1,0.43,67.84,58.07,4.66,87.64
1,100031,100031e,0,E,1,0,0,Man non-URM,0,-0.334878729,4,5,0,0,1,1,1,0,94.17,63.03,1.34,79.23
1,100031,100031f,0,E,1,0,0,Man non-URM,0,-0.334878729,4,5,0,0,1,1,1,0.47,89.02,64.77,3.21,88.64
1,100032,100032a,1,Q,0,1,0,Man URM,0,-0.140388122,0,6,0,0,1,1,1,0.3,95.57,45.31,27.31,83.25
1,100032,100032b,1,Q,0,1,0,Man URM,0,-0.140388122,0,6,0,0,1,1,1,0.25,55.52,49.8,15.79,81.14
1,100032,100032c,1,Q,0,1,0,Man URM,0,-0.140388122,0,6,0,0,1,1,1,0.52,54.57,44.68,33.25,88.6
1,100032,100032d,1,Q,0,1,0,Man URM,0,-0.140388122,0,6,0,0,1,1,1,0.18,65.67,51.88,23.03,68.32
1,100032,100032e,1,Q,0,1,0,Man URM,0,-0.140388122,0,6,0,0,1,1,1,0.36,47.3,47.47,12.52,89.27
1,100032,100032f,1,Q,0,1,0,Man URM,0,-0.140388122,0,6,0,0,1,1,1,0.19,78.3,59.11,17.61,63.37
1,100033,100033a,1,W,0,1,0,Man URM,0,,0,13,0,0,1,1,1,0,49.16,35.5,17.45,92.56
1,100033,100033b,1,W,0,1,0,Man URM,0,,0,13,0,0,1,1,1,0,49.23,46.18,20.33,91.71
1,100033,100033c,1,W,0,1,0,Man URM,0,,0,13,0,0,1,1,1,0,60.85,50.09,17.79,76.65
1,100033,100033d,1,W,0,1,0,Man URM,0,,0,13,0,0,1,1,1,0,54.76,35.67,25.9,90.24
1,100033,100033e,1,W,0,1,0,Man URM,0,,0,13,0,0,1,1,1,0,30.36,59.28,17.84,84.84
1,100035,100035a,1,F,0,0,0,Man non-URM,0,-0.626614639,0,6,0,0,1,1,1,0,79.13,72.17,8.21,90.45
1,100035,100035b,1,F,0,0,0,Man non-URM,0,-0.626614639,0,6,0,0,1,1,1,0,65.53,44.43,23.86,88.23
1,100035,100035c,1,F,0,0,0,Man non-URM,0,-0.626614639,0,6,0,0,1,1,1,0.13,57.15,48.64,15.81,89.43
1,100035,100035d,1,F,0,0,0,Man non-URM,0,-0.626614639,0,6,0,0,1,1,1,0,67.41,45.96,7.73,82.41
1,100035,100035e,1,F,0,0,0,Man non-URM,0,-0.626614639,0,6,0,0,1,1,1,0,52.88,55.26,12.52,90.45
1,100036,100036a,1,AB,0,0,0,Man non-URM,0,,9,10,0,0,1,1,1,0,77.72,34.76,7.03,92.38
1,100036,100036b,1,AB,0,0,0,Man non-URM,0,,9,10,0,0,1,1,1,0.24,61.32,61.23,6.97,89.52
1,100036,100036c,1,AB,0,0,0,Man non-URM,0,,9,10,0,0,1,1,1,0,73.86,52.16,7.79,69.09
1,100037,100037a,1,N,0,0,0,Man non-URM,0,,4,11,,0,,1,1,0,65.58,75.09,5.8,96.1
1,100037,100037b,1,N,0,0,0,Man non-URM,0,,4,11,,0,,1,1,0,62.57,54.03,9.09,95.34
1,100037,100037c,1,N,0,0,0,Man non-URM,0,,4,11,,0,,1,1,0.3,85.78,76.01,5.23,86.16
1,100037,100037d,1,N,0,0,0,Man non-URM,0,,4,11,,0,,1,1,0,58.21,74.62,8.96,89.52
1,100037,100037e,1,N,0,0,0,Man non-URM,0,,4,11,,0,,1,1,0.1,59.39,54.95,16.24,90.49
1,100037,100037f,1,N,0,0,0,Man non-URM,0,,4,11,,0,,1,1,0.05,57.55,52.02,35.91,94.65
1,100038,100038a,0,I,0,0,1,Woman non-URM,0,,0,7,0,0,1,1,1,0,46.65,43.88,8.67,70.35
1,100038,100038b,0,I,0,0,1,Woman non-URM,0,,0,7,0,0,1,1,1,0,69.29,47.07,11.51,80.39
1,100038,100038c,0,I,0,0,1,Woman non-URM,0,,0,7,0,0,1,1,1,0,42.14,22.8,17.85,72.57
1,100038,100038d,0,I,0,0,1,Woman non-URM,0,,0,7,0,0,1,1,1,0.1,59.36,29.43,22.8,59.35
1,100039,100039a,0,AB,0,0,1,Woman non-URM,0,-1.404577068,,6,0,0,1,1,1,0.24,66.74,70.85,14.45,88.69
1,100039,100039b,0,AB,0,0,1,Woman non-URM,0,-1.404577068,,6,0,0,1,1,1,0,69.63,52.31,11.82,94.84
1,100039,100039c,0,AB,0,0,1,Woman non-URM,0,-1.404577068,,6,0,0,1,1,1,0,60.52,37.49,17.84,84.39
1,100039,100039d,0,AB,0,0,1,Woman non-URM,0,-1.404577068,,6,0,0,1,1,1,0,61.41,57.17,16.91,92.56
1,100040,100040a,0,S,0,0,1,Woman non-URM,0,,0,5,0,0,1,1,1,0,78.58,85.18,5.04,82.91
1,100040,100040b,0,S,0,0,1,Woman non-URM,0,,0,5,0,0,1,1,1,0,90.71,64.62,12.21,78.42
1,100040,100040c,0,S,0,0,1,Woman non-URM,0,,0,5,0,0,1,1,1,0.44,82.9,68.2,6.68,72.85
1,100040,100040d,0,S,0,0,1,Woman non-URM,0,,0,5,0,0,1,1,1,0,69.55,57.49,9.33,88.77
1,100040,100040e,0,S,0,0,1,Woman non-URM,0,,0,5,0,0,1,1,1,0,71.04,57.73,6.97,72.96
1,100040,100040f,0,S,0,0,1,Woman non-URM,0,,0,5,0,0,1,1,1,0,88.77,56.93,13.29,82.77
1,100041,100041a,1,AF,1,0,0,Man non-URM,0,0.540329003,15,5,0.4,0,0,1,1,0.48,69.78,63.44,9.99,91.75
1,100041,100041b,1,AF,1,0,0,Man non-URM,0,0.540329003,15,5,0.4,0,0,1,1,0.76,94.08,69.61,16.21,85.62
1,100041,100041c,1,AF,1,0,0,Man non-URM,0,0.540329003,15,5,0.4,0,0,1,1,0.35,83.63,47.36,29.42,84.19
1,100041,100041d,1,AF,1,0,0,Man non-URM,0,0.540329003,15,5,0.4,0,0,1,1,0.89,84.15,66.9,10.25,91.43
1,100041,100041e,1,AF,1,0,0,Man non-URM,0,0.540329003,15,5,0.4,0,0,1,1,0.66,77.6,50.46,10.98,89.52
1,100042,100042a,0,AE,0,0,1,Woman non-URM,0,-1.015595853,0,5,0,0,1,1,1,0.12,74.09,71.04,2.47,95.58
1,100042,100042b,0,AE,0,0,1,Woman non-URM,0,-1.015595853,0,5,0,0,1,1,1,0.15,44.61,61.68,9.35,89.41
1,100042,100042c,0,AE,0,0,1,Woman non-URM,0,-1.015595853,0,5,0,0,1,1,1,0,78.6,61.71,8.75,83.08
1,100043,100043a,1,Y,1,0,0,Man non-URM,0,-0.140388122,19,10,,0.5,,0,1,0.45,74.23,56.21,6.51,91.98
1,100043,100043b,1,Y,1,0,0,Man non-URM,0,-0.140388122,19,10,,0.5,,0,1,1,47.67,64.95,2.03,79.65
1,100043,100043c,1,Y,1,0,0,Man non-URM,0,-0.140388122,19,10,,0.5,,0,1,0.48,65.37,59.95,4.61,93.42
1,100043,100043d,1,Y,1,0,0,Man non-URM,0,-0.140388122,19,10,,0.5,,0,1,0.72,49.42,72.94,13.07,86.67
1,100043,100043e,1,Y,1,0,0,Man non-URM,0,-0.140388122,19,10,,0.5,,0,1,0.36,30.03,42.19,7.37,92.6
1,100043,100043f,1,Y,1,0,0,Man non-URM,0,-0.140388122,19,10,,0.5,,0,1,0.43,47.48,62.86,6.26,92.54
1,100044,100044a,0,M,0,0,1,Woman non-URM,0,-1.015595853,4,6,,0,,1,1,0.14,75.03,60.15,5.17,75.51
1,100044,100044b,0,M,0,0,1,Woman non-URM,0,-1.015595853,4,6,,0,,1,1,0,64.57,52.65,33.09,86.34
1,100044,100044c,0,M,0,0,1,Woman non-URM,0,-1.015595853,4,6,,0,,1,1,0.48,59.27,78.14,6.75,92.12
1,100044,100044d,0,M,0,0,1,Woman non-URM,0,-1.015595853,4,6,,0,,1,1,0,59.12,79.55,4.24,73.02
1,100045,100045a,1,T,1,0,0,Man non-URM,0,0.345838396,9,4,0,0,1,1,1,0.08,63.7,63.32,4.24,84.49
1,100045,100045b,1,T,1,0,0,Man non-URM,0,0.345838396,9,4,0,0,1,1,1,0.14,58.53,49.47,6.86,83.99
1,100045,100045c,1,T,1,0,0,Man non-URM,0,0.345838396,9,4,0,0,1,1,1,0.15,75.49,51.52,10.62,92.58
1,100045,100045d,1,T,1,0,0,Man non-URM,0,0.345838396,9,4,0,0,1,1,1,0,71.67,46.52,8.01,60.32
1,100046,100046a,0,Y,0,0,1,Woman non-URM,0,-0.821105246,10,5,0,0,1,1,1,0.2,72.45,65.49,5.72,84.21
1,100046,100046b,0,Y,0,0,1,Woman non-URM,0,-0.821105246,10,5,0,0,1,1,1,0.17,57.86,65.39,4.2,87.78
1,100046,100046c,0,Y,0,0,1,Woman non-URM,0,-0.821105246,10,5,0,0,1,1,1,0.74,83.21,59.99,8.64,76.2
1,100046,100046d,0,Y,0,0,1,Woman non-URM,0,-0.821105246,10,5,0,0,1,1,1,1.43,70.62,52.82,5.18,88.51
1,100046,100046e,0,Y,0,0,1,Woman non-URM,0,-0.821105246,10,5,0,0,1,1,1,0.38,64.75,72.55,7.47,93.64
